"project_id","deployment_id","placename","longitude","latitude","start_date","end_date","bait_type","bait_description","feature_type","feature_type_methodology","camera_id","camera_name","quiet_period","camera_functioning","sensor_height","height_other","sensor_orientation","orientation_other","plot_treatment","plot_treatment_description","detection_distance","subproject_name","subproject_design","event_name","event_description","event_type","recorded_by"
2003269,"LAC056_C175_310821","LAC056",-70.2312,-12.43266,2021-08-31,2022-02-03,"None","","On trail",NA,2019283,"C175",1,"Camera Functioning","Other",45,"Other",90,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"LAC057_C132_310821","LAC057",-70.22342,-12.43651,2021-08-31,2022-02-03,"None","","On trail",NA,2019240,"C132",1,"Camera Functioning","Other",42,"Other",85,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"LAC063_C137_310821","LAC063",-70.22035,-12.44928,2021-08-31,2022-02-03,"None","","On trail",NA,2019245,"C137",1,"Camera Functioning","Other",42,"Other",85,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"LAC058_C136_310821","LAC058",-70.21535,-12.4411,2021-08-31,2022-02-03,"None","","On trail",NA,2019244,"C136",1,"Camera Functioning","Other",35,"Other",90,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"LAC064_C191_310821","LAC064",-70.2278,-12.4448,2021-08-31,2022-02-03,"None","","On trail",NA,2019103,"C191",1,"Camera Functioning","Other",44,"Other",90,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"LAC068_C177_310821","LAC068",-70.24068,-12.44794,2021-08-31,2022-02-03,"None","","On trail",NA,2019285,"C177",1,"Camera Functioning","Other",42,"Other",90,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"LAC067_C126_310821","LAC067",-70.2468,-12.44023,2021-08-31,2022-02-03,"None","","On trail",NA,2019234,"C126",1,"Camera Functioning","Other",55,"Other",85,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"LAC070_C140_310821","LAC070",-70.2251,-12.45678,2021-08-31,2022-02-03,"None","","On trail",NA,2019248,"C140",1,"Camera Functioning","Other",39,"Other",90,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"OFF053_C125_310821","OFF053",-70.22692,-12.42406,2021-08-31,2022-02-03,"None","","Off trail",NA,2019233,"C125",1,"Camera Functioning","Other",45,"Other",90,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"OFF043_C158_310821","OFF043",-70.23009,-12.41204,2021-08-31,2022-02-03,"None","","Off trail",NA,2019266,"C158",1,"Camera Functioning","Other",43,"Other",90,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"OFF044_C152_310821","OFF044",-70.22206,-12.4165,2021-08-31,2022-02-03,"None","","Off trail",NA,2019260,"C152",1,"Camera Functioning","Other",44,"Other",90,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"OFF045_C183_310821","OFF045",-70.21422,-12.42085,2021-08-31,2022-02-03,"None","","Off trail",NA,2019291,"C183",1,"Unknown Failure","Other",41,"Other",85,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"OFF046_C127_310821","OFF046",-70.20644,-12.42546,2021-08-31,2022-02-03,"None","","Off trail",NA,2019235,"C127",1,"Camera Functioning","Other",40,"Other",90,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"OFF051_C135_310821","OFF051",-70.21075,-12.43386,2021-08-31,2022-02-03,"None","","Off trail",NA,2019243,"C135",1,"Camera Functioning","Other",44,"Other",85,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"OFF063_C168_310821","OFF063",-70.22049,-12.44934,2021-08-31,2022-02-03,"None","","Off trail",NA,2019276,"C168",1,"Camera Functioning","Other",35,"Other",85,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"OFF056_C161_310821","OFF056",-70.23125,-12.43276,2021-08-31,2022-02-03,"None","","Off trail",NA,2019269,"C161",1,"Camera Functioning","Other",49,"Other",85,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"LAC065_C187_310821","LAC065",-70.23648,-12.44035,2021-08-31,2022-02-03,"None","","On trail",NA,2019109,"C187",1,"Camera Functioning","Other",40,"Other",90,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"OFF052_C166_310821","OFF052",-70.21864,-12.42867,2021-08-31,2022-02-03,"None","","Off trail",NA,2019274,"C166",1,"Camera Functioning","Other",42,"Other",90,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"OFF058_C160_310821","OFF058",-70.21532,-12.44122,2021-08-31,2022-02-03,"None","","Off trail",NA,2019268,"C160",1,"Camera Functioning","Other",45,"Other",70,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"OFF064_C155_310821","OFF064",-70.22782,-12.44477,2021-08-31,2022-02-03,"None","","Off trail",NA,2019263,"C155",1,"Camera Functioning","Other",45,"Other",90,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"OFF065_C184_310821","OFF065",-70.23648,-12.44035,2021-08-31,2022-02-03,"None","","Off trail",NA,2019292,"C184",1,"Camera Functioning","Other",43,"Other",90,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"OFF068_C131_310821","OFF068",-70.24063,-12.44779,2021-08-31,2022-02-03,"None","","Off trail",NA,2019239,"C131",1,"Camera Functioning","Other",46,"Other",90,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"OFF069_C138_310821","OFF069",-70.23276,-12.45204,2021-08-31,2022-02-03,"None","","Off trail",NA,2019246,"C138",1,"Camera Functioning","Other",41,"Other",90,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"OFF070_C163_310821","OFF070",-70.22496,-12.45661,2021-08-31,2022-02-03,"None","","Off trail",NA,2019271,"C163",1,"Camera Functioning","Other",37,"Other",85,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"LAC043_C130_310821","LAC043",-70.23004,-12.41214,2021-08-31,2022-02-03,"None","","On trail",NA,2019238,"C130",1,"Camera Functioning","Other",45,"Other",90,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"LAC044_C159_310821","LAC044",-70.22214,-12.41666,2021-08-31,2022-02-03,"None","","On trail",NA,2019267,"C159",1,"Camera Functioning","Other",41,"Other",85,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"LAC045_C180_310821","LAC045",-70.21441,-12.42097,2021-08-31,2022-02-03,"None","","On trail",NA,2019288,"C180",1,"Camera Functioning","Other",42,"Other",90,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"LAC046_C167_310821","LAC046",-70.20652,-12.42553,2021-08-31,2022-02-03,"None","","On trail",NA,2019275,"C167",1,"Camera Functioning","Other",40,"Other",85,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"LAC051_C129_310821","LAC051",-70.21071,-12.43374,2021-08-31,2022-02-03,"None","","On trail",NA,2019237,"C129",1,"Camera Functioning","Other",40,"Other",85,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"LAC061_C186_010921","LAC061",-70.2044,-12.45808,2021-09-01,2022-02-02,"None","","On trail",NA,2019110,"C186",1,"Camera Functioning","Other",43,"Other",85,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"LAC047_C182_010921","LAC047",-70.19858,-12.43039,2021-09-01,2022-01-26,"None","","On trail",NA,2019290,"C182",1,"Camera Functioning","Other",41,"Other",90,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"LAC062_C014_010921","LAC062",-70.21224,-12.45352,2021-09-01,2022-02-03,"None","","On trail",NA,2019122,"C014",1,"Camera Functioning","Other",44,"Other",90,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"LAC059_C154_010921","LAC059",-70.20786,-12.44577,2021-09-01,2022-02-03,"None","","On trail",NA,2019262,"C154",1,"Camera Functioning","Other",37,"Other",90,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"LAC060_C185_010921","LAC060",-70.19988,-12.45049,2021-09-01,2022-02-04,"None","","On trail",NA,2019293,"C185",1,"Camera Functioning","Other",44,"Other",85,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"LAC071_C003_010921","LAC071",-70.21647,-12.46185,2021-09-01,2022-02-04,"None","","On trail",NA,2019111,"C003",1,"Camera Functioning","Other",48,"Other",85,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"LAC072_C173_010921","LAC072",-70.20885,-12.46583,2021-09-01,2022-02-04,"None","","On trail",NA,2019281,"C173",1,"Camera Functioning","Other",41,"Other",95,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"OFF049_C024_010921","OFF049",-70.1954,-12.44224,2021-09-01,2022-02-04,"None","","Off trail",NA,2019132,"C024",1,"Camera Functioning","Other",45,"Other",90,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"OFF047_C196_010921","OFF047",-70.19868,-12.43026,2021-09-01,2022-02-04,"None","","Off trail",NA,2019097,"C196",1,"Camera Functioning","Other",45,"Other",80,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"OFF050_C013_010921","OFF050",-70.20342,-12.43832,2021-09-01,2022-02-04,"None","","Off trail",NA,2019121,"C013",1,"Camera Functioning","Other",43,"Other",85,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"OFF048_C153_010921","OFF048",-70.19041,-12.43493,2021-09-01,2022-02-04,"None","","Off trail",NA,2019261,"C153",1,"Camera Functioning","Other",43,"Other",85,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"OFF061_C011_010921","OFF061",-70.20427,-12.45781,2021-09-01,2022-02-04,"None","","Off trail",NA,2019119,"C011",1,"Camera Functioning","Other",44,"Other",85,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"OFF062_C010_010921","OFF062",-70.21204,-12.45349,2021-09-01,2022-02-04,"None","","Off trail",NA,2019118,"C010",1,"Camera Functioning","Other",40,"Other",90,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"OFF059_C199_010921","OFF059",-70.20783,-12.44555,2021-09-01,2022-02-03,"None","","Off trail",NA,2019095,"C199",1,"Camera Functioning","Other",39,"Other",85,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"OFF060_C032_010921","OFF060",-70.19971,-12.45051,2021-09-01,2022-02-04,"None","","Off trail",NA,2019140,"C032",1,"Camera Functioning","Other",42,"Other",85,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"OFF071_C018_010921","OFF071",-70.21632,-12.46173,2021-09-01,2022-02-04,"None","","Off trail",NA,2019126,"C018",1,"Camera Functioning","Other",35,"Other",90,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"LAC048_C194_010921","LAC048",-70.19052,-12.43471,2021-09-01,2022-02-04,"None","","On trail",NA,2019100,"C194",1,"Camera Functioning","Other",42,"Other",90,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"LAC049_C012_010921","LAC049",-70.19535,-12.44234,2021-09-01,2022-02-04,"None","","On trail",NA,2019120,"C012",1,"Camera Functioning","Other",42,"Other",90,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"LAC050_C021_010921","LAC050",-70.20333,-12.43834,2021-09-01,2022-02-04,"None","","On trail",NA,2019129,"C021",1,"Camera Functioning","Other",44,"Other",90,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"OFF072_C020_040222","OFF072",-70.2087,-12.46594,2022-02-04,2022-06-02,"None","","Off trail",NA,2046394,"C020a",1,"Camera Functioning","Other",40,"Other",90,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"OFF067_C313_050222","OFF067",-70.24664,-12.4402,2022-02-05,2022-02-17,"None","","Off trail",NA,2046387,"C313a",1,"Camera Functioning","Other",40,"Other",90,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
