"project_id","deployment_id","placename","longitude","latitude","start_date","end_date","bait_type","bait_description","feature_type","feature_type_methodology","camera_id","camera_name","quiet_period","camera_functioning","sensor_height","height_other","sensor_orientation","orientation_other","plot_treatment","plot_treatment_description","detection_distance","subproject_name","subproject_design","event_name","event_description","event_type","recorded_by"
"AlgarRestorationProject","ALG065_2018-04-08","ALG065",-112.3847975,56.35152984,2018-04-08,"2018-11-16","None","","Offline","","","",1,"Camera Functioning",100,"","","","","","","Restoration","","","","",""
"AlgarRestorationProject","ALG065_2018-11-16","ALG065",-112.3847975,56.35152984,2018-11-16,"2019-04-03","None","","Offline","","","",1,"Camera Functioning",100,"","","","","","","Restoration","","","","",""
"AlgarRestorationProject","ALG065_2019-04-03","ALG065",-112.3847975,56.35152984,2019-04-03,"2019-06-28","None","","Offline","","","",1,"Camera Functioning",100,"","","","","","","Restoration","","","","",""
"AlgarRestorationProject","ALG066_2018-04-08","ALG066",-112.3950852,56.3239189,2018-04-08,"2018-11-16","None","","Offline","","","",1,"Camera Functioning",100,"","","","","","","Restoration","","","","",""
"AlgarRestorationProject","ALG066_2018-11-16","ALG066",-112.3950852,56.3239189,2018-11-16,"2019-04-03","None","","Offline","","","",1,"Camera Functioning",100,"","","","","","","Restoration","","","","",""
"AlgarRestorationProject","ALG066_2019-04-03","ALG066",-112.3950852,56.3239189,2019-04-03,"2019-11-19","None","","Offline","","","",1,"Camera Functioning",100,"","","","","","","Restoration","","","","",""
"AlgarRestorationProject","ALG067_2018-04-08","ALG067",-112.5517103,56.35670497,2018-04-08,"2018-04-27","None","","Offline","","","",1,"Camera Functioning",100,"","","","","","","Restoration","","","","",""
"AlgarRestorationProject","ALG067_2018-11-15","ALG067",-112.5517103,56.35670497,2018-11-15,"2019-04-03","None","","Offline","","","",1,"Camera Functioning",100,"","","","","","","Restoration","","","","",""
"AlgarRestorationProject","ALG067_2019-04-03","ALG067",-112.5517103,56.35670497,2019-04-03,"2019-11-20","None","","Offline","","","",1,"Camera Functioning",100,"","","","","","","Restoration","","","","",""
"AlgarRestorationProject","ALG068_2018-04-08","ALG068",-112.4737099,56.36418948,2018-04-08,"2018-11-15","None","","Offline","","","",1,"Camera Functioning",100,"","","","","","","Restoration","","","","",""
"AlgarRestorationProject","ALG068_2018-11-15","ALG068",-112.4737099,56.36418948,2018-11-15,"2019-04-03","None","","Offline","","","",1,"Camera Functioning",100,"","","","","","","Restoration","","","","",""
"AlgarRestorationProject","ALG068_2019-04-03","ALG068",-112.4737099,56.36418948,2019-04-03,"2019-11-20","None","","Offline","","","",1,"Camera Functioning",100,"","","","","","","Restoration","","","","",""
"AlgarRestorationProject","ALG069_2018-04-07","ALG069",-113.5075,56.49351647,2018-04-07,"2018-11-14","None","","Offline","","","",1,"Camera Functioning",100,"","","","","","","Restoration","","","","",""
"AlgarRestorationProject","ALG069_2018-11-14","ALG069",-112.5074726,56.49351647,2018-11-14,"2019-04-02","None","","Offline","","","",1,"Camera Functioning",100,"","","","","","","Restoration","","","","",""
"AlgarRestorationProject","ALG069_2019-04-02","ALG069",-112.5074726,56.49351647,2019-04-02,"2019-11-19","None","","Offline","","","",1,"Camera Functioning",100,"","","","","","","Restoration","","","","",""
"AlgarRestorationProject","ALG070_2018-04-07","ALG070",-112.5314177,56.45203396,2018-04-07,"2018-05-13","None","","Offline","","","",1,"Camera Functioning",100,"","","","","","","Restoration","","","","",""
"AlgarRestorationProject","ALG070_2018-11-14","ALG070",-112.5314177,56.45203396,2018-11-14,"2019-04-02","None","","Offline","","","",1,"Camera Functioning",100,"","","","","","","Restoration","","","","",""
"AlgarRestorationProject","ALG070_2019-04-02","ALG070",-112.5314177,56.45203396,2019-04-02,"2019-11-19","None","","Offline","","","",1,"Camera Functioning",100,"","","","","","","Restoration","","","","",""
"AlgarRestorationProject","ALG071_2018-04-07","ALG071",-112.5802163,56.42405201,2018-04-07,"2018-11-14","None","","Offline","","","",1,"Camera Functioning",100,"","","","","","","Restoration","","","","",""
"AlgarRestorationProject","ALG071_2018-11-14","ALG071",-112.5802163,56.42405201,2018-11-14,"2019-04-02","None","","Offline","","","",1,"Camera Functioning",100,"","","","","","","Restoration","","","","",""
"AlgarRestorationProject","ALG071_2019-04-02","ALG071",-112.5802163,56.42405201,2019-04-02,"2019-11-22","None","","Offline","","","",1,"Camera Functioning",100,"","","","","","","Restoration","","","","",""
"AlgarRestorationProject","ALG072_2018-04-07","ALG072",-112.5465368,56.42079233,2018-04-07,"2018-11-14","None","","Offline","","","",1,"Camera Functioning",100,"","","","","","","Restoration","","","","",""
"AlgarRestorationProject","ALG072_2018-11-14","ALG072",-112.5465368,56.42079233,2018-11-14,"2019-04-03","None","","Offline","","","",1,"Camera Functioning",100,"","","","","","","Restoration","","","","",""
"AlgarRestorationProject","ALG072_2019-04-03","ALG072",-112.5465368,56.42079233,2019-04-03,"2019-11-22","None","","Offline","","","",1,"Camera Functioning",100,"","","","","","","Restoration","","","","",""
"AlgarRestorationProject","ALG073_2018-04-08","ALG073",-112.436108,56.30917208,2018-04-08,"2018-11-16","None","","Offline","","","",1,"Camera Functioning",100,"","","","","","","Restoration","","","","",""
"AlgarRestorationProject","ALG073_2018-11-16","ALG073",-112.436108,56.30917208,2018-11-16,"2019-04-04","None","","Offline","","","",1,"Camera Functioning",100,"","","","","","","Restoration","","","","",""
"AlgarRestorationProject","ALG073_2019-04-04","ALG073",-112.436108,56.30917208,2019-04-04,"2019-11-21","None","","Offline","","","",1,"Camera Functioning",100,"","","","","","","Restoration","","","","",""
